"		¡ˆ¡°π¯»£",¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’«≥º”(m/s),√÷¥Î«≥º”(m/s),√÷¥Î«≥º”«≥«‚(deg),"	√÷¥Î«≥º”Ω√∞¢",√÷¥Îº¯∞£«≥º”(m/s),√÷¥Îº¯∞£«≥º”«≥«‚(deg),"	√÷¥Îº¯∞£«≥º”Ω√∞¢"
"		101",√·√µ,2023-10-24,1,2.5,200,15:38,4.5,230,16:47
"		101",√·√µ,2023-10-25,0.9,2.7,180,17:37,4.8,160,17:31
"		101",√·√µ,2023-10-26,0.9,3.9,160,19:50,8.1,90,15:14
"		101",√·√µ,2023-10-27,1.1,4.7,50,9:27,6.6,340,10:34
"		101",√·√µ,2023-10-28,0.8,2.2,320,7:15,2.9,290,7:45
"		101",√·√µ,2023-10-29,0.8,2.4,320,7:12,3.2,90,14:05
"		101",√·√µ,2023-10-30,0.7,2.1,340,8:11,2.8,320,5:48
"		101",√·√µ,2023-10-31,0.8,2.7,180,17:14,4.8,200,15:55
"		101",√·√µ,2023-11-01,0.5,2,200,15:27,2.9,200,15:23
"		101",√·√µ,2023-11-02,1.3,4.6,180,14:52,8.8,180,15:00
"		101",√·√µ,2023-11-03,1.6,3.7,180,14:55,7.5,200,15:32
"		101",√·√µ,2023-11-04,2.5,3.7,50,16:55,6.5,50,16:46
"		101",√·√µ,2023-11-05,1.7,3.7,290,7:07,5.5,290,6:55
"		101",√·√µ,2023-11-06,4.1,8,200,16:02,16.1,250,10:09
"		101",√·√µ,2023-11-07,2.9,6.6,230,1:47,11.3,250,1:36
"		101",√·√µ,2023-11-08,0.7,1.8,290,3:52,2.8,320,2:10
"		101",√·√µ,2023-11-09,0.6,2.9,290,17:19,4.8,290,17:17
"		101",√·√µ,2023-11-10,1.7,3.9,270,13:34,6.5,290,14:57
"		101",√·√µ,2023-11-11,1,3.5,230,18:28,6.1,230,18:03
"		101",√·√µ,2023-11-12,0.8,2.9,200,16:58,4.9,200,16:55
"		101",√·√µ,2023-11-13,1.1,3.8,200,15:58,6.1,180,15:58
"		101",√·√µ,2023-11-14,0.7,3.4,180,15:59,5.1,180,15:04
"		101",√·√µ,2023-11-15,0.7,2.6,230,16:47,5.1,200,16:38
"		101",√·√µ,2023-11-16,0.7,2.2,320,18:43,2.9,290,18:37
"		101",√·√µ,2023-11-17,2.4,5.2,230,12:20,10.1,200,13:41
"		101",√·√µ,2023-11-18,2.2,4.4,180,12:24,7.3,160,12:23
"		101",√·√µ,2023-11-19,0.8,2.6,140,14:56,4.4,270,19:25
"		101",√·√µ,2023-11-20,0.7,2.4,230,16:55,3.5,160,14:25
"		101",√·√µ,2023-11-21,0.5,2,290,20:49,2.9,290,20:48
"		101",√·√µ,2023-11-22,0.7,2.9,250,17:50,4,230,17:13
