"		瘤痢锅龋",瘤痢疙,老矫,乞闭浅加(m/s),弥措浅加(m/s),弥措浅加浅氢(deg),"	弥措浅加矫阿",弥措鉴埃浅加(m/s),弥措鉴埃浅加浅氢(deg),"	弥措鉴埃浅加矫阿"
"		114",盔林,2017-07-16,0.9,2.6,140,5:32,5.7,320,4:57
"		114",盔林,2017-07-17,0.8,3.2,250,18:05,5.9,290,18:03
"		114",盔林,2017-07-18,0.8,2.1,230,14:02,4,200,14:12
"		114",盔林,2017-07-19,0.8,2.1,290,17:26,3.9,320,17:25
"		114",盔林,2017-07-20,0.9,2.4,230,13:28,5.1,250,16:49
"		114",盔林,2017-07-21,1,2.7,230,18:47,5.3,230,11:54
"		114",盔林,2017-07-22,0.5,3.3,360,18:22,6.1,320,18:14
"		114",盔林,2017-07-23,0.4,1.8,230,15:26,3.2,230,15:01
"		114",盔林,2017-07-24,0.4,1.7,200,13:43,2.9,200,13:37
"		114",盔林,2017-07-25,1.3,4,110,17:38,7.7,110,17:37
"		114",盔林,2017-07-26,1.5,3.4,180,11:10,6.7,160,11:07
"		114",盔林,2017-07-27,1,2.4,20,15:37,3.5,140,2:03
"		114",盔林,2017-07-28,0.6,2.3,20,1:55,3.4,20,1:48
"		114",盔林,2017-07-29,1.2,2.8,180,23:48,5.3,180,23:48
"		114",盔林,2017-07-30,1.1,3.3,160,2:50,6.2,180,2:00
"		114",盔林,2017-07-31,0.7,2.3,230,16:26,3.9,250,16:19
"		114",盔林,2017-08-01,0.8,2.4,250,13:56,4.6,230,14:23
"		114",盔林,2017-08-02,0.7,1.7,290,12:55,3.5,290,12:47
"		114",盔林,2017-08-03,1.5,3,160,15:50,5.7,160,17:07
"		114",盔林,2017-08-04,1,2.4,110,1:53,4.8,140,1:48
"		114",盔林,2017-08-05,0.8,3.4,140,15:50,6.5,180,15:45
"		114",盔林,2017-08-06,1,3.7,160,20:01,8.2,160,19:55
"		114",盔林,2017-08-07,1.1,3.2,200,18:10,7.5,200,18:07
"		114",盔林,2017-08-08,1,2.7,230,14:58,6.1,200,14:51
"		114",盔林,2017-08-09,0.7,2.4,20,15:50,4.9,20,15:42
"		114",盔林,2017-08-10,0.8,2.1,20,22:33,3.6,340,14:09
"		114",盔林,2017-08-11,1.4,3.3,20,12:33,6.2,50,15:40
"		114",盔林,2017-08-12,1,2.6,160,17:47,4.6,200,18:25
"		114",盔林,2017-08-13,1.1,3,110,18:19,5.4,20,12:53
"		114",盔林,2017-08-14,1.1,2.8,360,21:32,4.7,320,21:50
"		114",盔林,2017-08-15,1.1,2.7,340,12:47,4.7,290,12:45
"		114",盔林,2017-08-16,1,2.6,20,5:06,4.2,20,1:19
"		114",盔林,2017-08-17,0.9,2.7,20,8:12,3.7,20,8:07
"		114",盔林,2017-08-18,0.9,4.2,20,17:54,7.4,20,17:52
"		114",盔林,2017-08-19,0.7,2.1,180,22:14,3.4,160,22:10
"		114",盔林,2017-08-20,1.7,3.7,140,23:50,7.7,180,23:12
"		114",盔林,2017-08-21,1.3,3.3,140,0:27,7.1,160,2:16
"		114",盔林,2017-08-22,0.8,2.7,230,13:36,5.3,200,13:34
"		114",盔林,2017-08-23,0.7,2.4,200,12:53,5.4,200,15:11
"		114",盔林,2017-08-24,2,4,230,12:27,9.1,250,9:37
"		114",盔林,2017-08-25,0.9,2.5,250,13:08,5.1,230,13:20
"		114",盔林,2017-08-26,0.9,2.8,360,14:50,6.1,270,14:19
"		114",盔林,2017-08-27,0.6,1.8,70,11:31,4,90,11:26
"		114",盔林,2017-08-28,0.7,2.6,20,19:47,5.4,360,20:13
"		114",盔林,2017-08-29,0.9,2.4,250,14:38,4.5,230,14:29
"		114",盔林,2017-08-30,0.6,1.5,20,22:33,2.7,290,14:20
"		114",盔林,2017-08-31,0.7,2.9,20,14:16,5.2,50,13:33
"		114",盔林,2017-09-01,0.7,2,70,14:22,3.9,20,13:35
"		114",盔林,2017-09-02,0.8,2.5,230,18:03,4.8,230,17:57
"		114",盔林,2017-09-03,0.8,2.5,230,15:36,5.2,250,15:32
"		114",盔林,2017-09-04,0.7,2.1,160,13:14,5,140,13:09
"		114",盔林,2017-09-05,0.6,1.9,20,20:13,3.1,20,20:18
"		114",盔林,2017-09-06,0.5,1.3,360,0:40,3.2,340,0:39
"		114",盔林,2017-09-07,0.5,2,290,15:25,4.1,270,15:24
"		114",盔林,2017-09-08,0.6,2.1,230,14:29,3.8,320,15:14
"		114",盔林,2017-09-09,0.6,2.3,270,12:42,4.6,250,12:42
"		114",盔林,2017-09-10,0.5,1.5,200,0:32,3.3,230,0:31
"		114",盔林,2017-09-11,1,3,20,10:28,5.7,20,10:22
"		114",盔林,2017-09-12,0.9,3.5,250,17:49,6.4,250,17:44
"		114",盔林,2017-09-13,0.8,2.1,230,13:29,4.2,290,14:32
"		114",盔林,2017-09-14,0.8,2.1,50,15:45,3.7,20,15:40
"		114",盔林,2017-09-15,1.7,4.2,70,14:01,7.6,70,13:53
"		114",盔林,2017-09-16,1.4,3.6,70,13:22,7.3,70,13:14
"		114",盔林,2017-09-17,1.6,4.9,20,16:06,8.9,50,13:13
"		114",盔林,2017-09-18,0.9,2.7,270,13:59,5.5,250,13:46
"		114",盔林,2017-09-19,1.1,4.3,230,22:39,15.1,250,22:31
"		114",盔林,2017-09-20,1.2,2.4,200,14:40,4.9,230,14:31
"		114",盔林,2017-09-21,0.8,2.6,250,13:33,4.2,250,14:57
"		114",盔林,2017-09-22,0.7,2.5,230,13:07,4.7,230,15:34
"		114",盔林,2017-09-23,0.7,2,20,7:03,3.8,230,15:20
"		114",盔林,2017-09-24,0.5,2,200,23:30,3,250,15:31
"		114",盔林,2017-09-25,0.7,2.2,250,14:25,4,250,14:22
"		114",盔林,2017-09-26,0.6,1.6,230,14:49,3.4,320,13:53
"		114",盔林,2017-09-27,0.9,3.4,20,18:25,6.4,50,18:11
"		114",盔林,2017-09-28,1.4,3.9,250,17:07,9.5,230,18:35
"		114",盔林,2017-09-29,0.8,2.6,200,15:05,6.1,230,15:56
"		114",盔林,2017-09-30,0.7,2.1,180,12:26,4.2,360,5:16
"		114",盔林,2017-10-01,0.7,3.4,140,19:01,7,90,17:56
"		114",盔林,2017-10-02,0.8,2.9,20,1:26,5.4,50,14:13
"		114",盔林,2017-10-03,0.9,2.9,20,16:46,4.5,50,16:41
"		114",盔林,2017-10-04,1.1,2.5,360,13:24,4.8,140,22:17
"		114",盔林,2017-10-05,1.6,3.5,140,11:04,5.9,160,10:25
"		114",盔林,2017-10-06,0.7,2.4,160,0:07,4.1,160,0:08
"		114",盔林,2017-10-07,0.6,2,140,20:35,3.3,110,20:34
"		114",盔林,2017-10-08,0.7,2.2,20,4:12,3.8,320,12:06
"		114",盔林,2017-10-09,0.6,2.1,230,13:33,3.9,250,12:50
"		114",盔林,2017-10-10,0.6,2.8,270,12:57,4.7,290,12:51
"		114",盔林,2017-10-11,1.4,2.6,230,3:54,5.3,230,3:46
"		114",盔林,2017-10-12,0.6,2.1,290,16:54,3.7,290,16:58
