¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,∆Ú±’±‚ø¬(°∆C),∆Ú±’ ¿¸øÓ∑Æ(1/10),∆Ú±’ ¡ﬂ«œ√˛øÓ∑Æ(1/10)
101,√·√µ,2023-12-14,5.5,8.8,
101,√·√µ,2023-12-15,3.3,9.6,
101,√·√µ,2023-12-16,-3.3,7.8,
101,√·√µ,2023-12-17,-9.6,0.8,
101,√·√µ,2023-12-18,-8.7,8.1,
101,√·√µ,2023-12-19,-4.5,7.0,
101,√·√µ,2023-12-20,-6.4,3.4,
101,√·√µ,2023-12-21,-10.9,0.6,
101,√·√µ,2023-12-22,-11.6,0.1,
101,√·√µ,2023-12-23,-9.6,1.9,
101,√·√µ,2023-12-24,-5.4,1.6,
101,√·√µ,2023-12-25,-3.1,5.0,
101,√·√µ,2023-12-26,-0.8,6.6,
101,√·√µ,2023-12-27,-2.1,3.1,
101,√·√µ,2023-12-28,-2.4,2.9,
101,√·√µ,2023-12-29,-2.6,1.9,
101,√·√µ,2023-12-30,-2.0,5.5,
101,√·√µ,2023-12-31,1.7,5.8,
101,√·√µ,2024-01-01,2.6,3.5,
